# Annotated with Bakta
# Software: v1.8.2
# Database: v5.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	158984	159739	-	MKHGBK_01080	istB	IS21-like element ISPpu7 family helper ATPase IstB	BlastRules:WP_003290589, RefSeq:WP_003290589.1, SO:0001217, UniParc:UPI0000002300, UniRef:UniRef100_A0A7L9EAD3, UniRef:UniRef50_A0A223Q3I5, UniRef:UniRef90_A0A223Q3I5
contig_1	cds	159757	161271	-	MKHGBK_01085	tnp	IS21 family IS1491 transposase	COG:COG4584, COG:X, IS:IS1491, RefSeq:WP_019364253.1, SO:0001217, UniParc:UPI0003008348, UniRef:UniRef100_A0A7L9E938, UniRef:UniRef50_A0A3M3EEK6, UniRef:UniRef90_Q1HA08
contig_1	cds	161378	162133	-	MKHGBK_01090		N6-Mtase domain-containing protein	SO:0001217, UniRef:UniRef50_A0A6B7Q551, UniRef:UniRef90_A0A1L7NPM1
contig_1	cds	162247	163110	-	MKHGBK_01095		GATA-type domain-containing protein	RefSeq:WP_039614968.1, SO:0001217, UniParc:UPI00057D9BB6, UniRef:UniRef100_A0A0C1HR93, UniRef:UniRef50_A0A3E1UNV8, UniRef:UniRef90_A0A1L7NPI4
contig_1	cds	163215	163514	-	MKHGBK_01100		Phage protein	RefSeq:WP_004574511.1, SO:0001217, UniParc:UPI0002D1A79A, UniRef:UniRef100_A0A3G1DGP1, UniRef:UniRef50_A0A5E7N1C3, UniRef:UniRef90_A0A3G1DGP1
contig_1	cds	163528	163917	-	MKHGBK_01105	relE	Addiction module toxin RelE	RefSeq:WP_004574510.1, SO:0001217, UniParc:UPI0002D1F617, UniRef:UniRef100_A0A1L7NPL8, UniRef:UniRef50_A0A136Q9X7, UniRef:UniRef90_A0A1L7NPL8
contig_1	cds	164133	164714	+	MKHGBK_01110		hypothetical protein	
contig_1	cds	164760	165722	-	MKHGBK_01115	yjiK	Uncharacterized protein YjiK	RefSeq:WP_010794530.1, SO:0001217, UniParc:UPI00000B9139, UniRef:UniRef100_A0JE53, UniRef:UniRef50_Q0E6E2, UniRef:UniRef90_A0A1V0M5H5
contig_1	cds	165768	166127	-	MKHGBK_01120	dksA	DksA C4-type domain-containing protein	RefSeq:WP_003090764.1, SO:0001217, UniParc:UPI00000B6942, UniRef:UniRef100_A0JE52, UniRef:UniRef50_C3KFN9, UniRef:UniRef90_C3KFN9
contig_1	cds	166127	166978	-	MKHGBK_01125	uspA	Universal stress protein UspA	RefSeq:WP_003090760.1, SO:0001217, UniParc:UPI0000E67257, UniRef:UniRef100_A0JE47, UniRef:UniRef50_U2FUL2, UniRef:UniRef90_A8QVY6
contig_1	cds	166993	168480	-	MKHGBK_01130	sulP	MFS superfamily sulfate permease	RefSeq:WP_003090759.1, SO:0001217, UniParc:UPI00000B6C79, UniRef:UniRef100_A0JE46, UniRef:UniRef50_A0JE46, UniRef:UniRef90_A0JE46
contig_1	cds	169046	169810	-	MKHGBK_01135	tnp	IS6-like element IS6100 family transposase	BlastRules:WP_001389365, RefSeq:WP_001389365.1, SO:0001217, UniParc:UPI00000BF4A2, UniRef:UniRef100_Q50HM3, UniRef:UniRef50_Q50HM3, UniRef:UniRef90_Q50HM3
contig_1	cds	169843	170592	-	MKHGBK_01140		DNA invertase	SO:0001217, UniRef:UniRef50_A0A0P9ZY56, UniRef:UniRef90_A0A379K7V4
contig_1	cds	170793	171032	+	MKHGBK_01145		RHH-6 domain-containing protein	RefSeq:WP_167644206.1, SO:0001217, UniParc:UPI000199CCFF, UniRef:UniRef100_C1I1Z9, UniRef:UniRef50_I4N206, UniRef:UniRef90_I4N206
contig_1	cds	171032	171442	+	MKHGBK_01150		putative toxin-antitoxin system toxin component, PIN family	COG:COG1569, COG:R, KEGG:K07063, RefSeq:WP_167644208.1, SO:0001217, UniParc:UPI0014319211, UniRef:UniRef100_UPI0014319211, UniRef:UniRef50_A0A2N1XI60, UniRef:UniRef90_A0A024EL46
contig_1	cds	171446	174442	+	MKHGBK_01155		Tn3 family transposase	COG:COG4644, COG:X, RefSeq:WP_167644210.1, SO:0001217, UniParc:UPI001431CCA8, UniRef:UniRef100_UPI001431CCA8, UniRef:UniRef50_A0A2E5Y8M5, UniRef:UniRef90_A0A0P9QTT5
contig_1	cds	174464	174673	-	MKHGBK_01160		DUF3330 domain-containing protein	RefSeq:WP_167644212.1, SO:0001217, UniParc:UPI001431BB03, UniRef:UniRef100_UPI001431BB03, UniRef:UniRef50_A0A6C0L639, UniRef:UniRef90_UPI001431BB03
contig_1	cds	174670	175527	-	MKHGBK_01165		patatin-like phospholipase family protein	SO:0001217, UniRef:UniRef50_A0A1E3YVL9, UniRef:UniRef90_UPI00142FC695
contig_1	cds	175524	175757	-	MKHGBK_01170	merE	broad-spectrum mercury transporter MerE	KEGG:K19059, NCBIFam:NF010310.2, RefSeq:WP_167644216.1, SO:0001217, UniParc:UPI001431A8AF, UniRef:UniRef100_UPI001431A8AF, UniRef:UniRef50_A0A7Y7ZD55, UniRef:UniRef90_UPI001431A8AF
contig_1	cds	175750	176121	-	MKHGBK_01175	merD	mercuric resistance transcriptional repressor protein MerD	KEGG:K19057, SO:0001217, UniRef:UniRef50_A0A2R3IL41, UniRef:UniRef90_UPI00143146D2
contig_1	cds	176118	176858	-	MKHGBK_01180		sigma-70 family RNA polymerase sigma factor	KEGG:K03088, RefSeq:WP_167644220.1, SO:0001217, UniParc:UPI0014304B22, UniRef:UniRef100_UPI0014304B22, UniRef:UniRef50_Q9RCE1, UniRef:UniRef90_UPI0014304B22
contig_1	cds	176915	178597	-	MKHGBK_01185	merA	mercury(II) reductase	NCBIFam:TIGR02053.1, RefSeq:WP_211862553.1, SO:0001217, UniParc:UPI001BAC055B, UniRef:UniRef100_UPI001BAC055B, UniRef:UniRef90_A0A109LMI4
contig_1	cds	178632	179066	-	MKHGBK_01190	merC	organomercurial transporter MerC	NCBIFam:NF033784.1, RefSeq:WP_167644150.1, SO:0001217, UniParc:UPI00142FC030, UniRef:UniRef100_UPI00142FC030, UniRef:UniRef50_A0A290SAK2, UniRef:UniRef90_A0A024EKJ2
contig_1	cds	179079	179357	-	MKHGBK_01195	merP	mercury resistance system periplasmic binding protein MerP	NCBIFam:TIGR02052.1, RefSeq:WP_167644152.1, SO:0001217, UniParc:UPI001431DCE0, UniRef:UniRef100_UPI001431DCE0, UniRef:UniRef50_P04129, UniRef:UniRef90_A0A109LM23
contig_1	cds	179371	179721	-	MKHGBK_01200	merT	mercuric ion transporter MerT	RefSeq:WP_167644154.1, SO:0001217, UniParc:UPI00143118C3, UniRef:UniRef100_UPI00143118C3, UniRef:UniRef50_D6CT51, UniRef:UniRef90_A0A2V4PUV9
contig_1	cds	179793	180212	+	MKHGBK_01205	merR	Hg(II)-responsive transcriptional regulator	RefSeq:WP_167644156.1, SO:0001217, UniParc:UPI001431A193, UniRef:UniRef100_UPI001431A193, UniRef:UniRef50_A0A4P7P1X8, UniRef:UniRef90_A6N5F1
contig_1	cds	180413	180631	-	MKHGBK_01210		Peptidase M20	SO:0001217, UniRef:UniRef50_A0A2L1KDM9, UniRef:UniRef90_A0A2V4QFM2
contig_1	cds	181508	181678	-	MKHGBK_01215		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI000F708985, UniRef:UniRef90_UPI000F708985
contig_1	cds	181689	181907	-	MKHGBK_01220		hypothetical protein	
contig_1	cds	182012	182359	-	MKHGBK_01225	chpB	type II toxin-antitoxin system ChpB family toxin	SO:0001217, UniRef:UniRef50_D6CVX4, UniRef:UniRef90_A0A0C4WLZ2
contig_1	cds	182356	182610	-	MKHGBK_01230		SpoVT/AbrB-like protein	SO:0001217, UniRef:UniRef50_Q4ZY25
contig_1	cds	182724	182984	-	MKHGBK_01235		(pseudo) tyrosine-type recombinase/integrase	SO:0001217, UniRef:UniRef50_A0A3M4CPY9, UniRef:UniRef90_UPI000F70F6E1
contig_1	cds	182932	183201	-	MKHGBK_01240		hypothetical protein	
contig_1	cds	183787	185271	+	MKHGBK_01245		Acylamidase	SO:0001217, UniRef:UniRef50_A0A2H4I9R1, UniRef:UniRef90_A0A7S9DQ83
contig_1	cds	185403	185936	-	MKHGBK_01250		IS5 family transposase	SO:0001217, UniRef:UniRef50_A0A3M5DN18, UniRef:UniRef90_I3UNN6
contig_1	cds	185947	187305	-	MKHGBK_01255	ltrA	group II intron reverse transcriptase/maturase	SO:0001217, UniRef:UniRef50_A0A385B838, UniRef:UniRef90_A0A7Y7JEG1
contig_1	cds	187357	188871	+	MKHGBK_01260	tnp	IS21 family IS1491 transposase	COG:COG4584, COG:X, IS:IS1491, RefSeq:WP_019364253.1, SO:0001217, UniParc:UPI0003008348, UniRef:UniRef100_A0A7L9E938, UniRef:UniRef50_A0A3M3EEK6, UniRef:UniRef90_Q1HA08
contig_1	cds	188889	189644	+	MKHGBK_01265	istB	IS21-like element ISPpu7 family helper ATPase IstB	BlastRules:WP_003290589, RefSeq:WP_003290589.1, SO:0001217, UniParc:UPI0000002300, UniRef:UniRef100_A0A7L9EAD3, UniRef:UniRef50_A0A223Q3I5, UniRef:UniRef90_A0A223Q3I5
contig_1	cds	189815	190303	+	MKHGBK_01270		DUF3558 domain-containing protein	RefSeq:WP_039614967.1, SO:0001217, UniParc:UPI00057F6146, UniRef:UniRef100_A0A3G1DGQ4, UniRef:UniRef50_A4JUE0, UniRef:UniRef90_A0A1L7NPI2
contig_1	cds	190467	191078	+	MKHGBK_01275		Major tail protein	RefSeq:WP_223817436.1, SO:0001217, UniParc:UPI000F71AE44, UniRef:UniRef100_A0A3G1DGP8, UniRef:UniRef50_A0A6B7Q307, UniRef:UniRef90_A0A3G1DGP8
contig_1	cds	191142	191324	+	MKHGBK_01280	hicA	Type II toxin-antitoxin system HicA family toxin	RefSeq:WP_004574530.1, SO:0001217, UniParc:UPI0002D1E972, UniRef:UniRef100_A0A3G1DGJ9, UniRef:UniRef50_A0A2A3LXA1, UniRef:UniRef90_A0A3G1DGJ9
contig_1	cds	191440	191640	+	MKHGBK_01285		hypothetical protein	
contig_1	cds	191700	192005	+	MKHGBK_01290		Alpha-1,6-mannosyl-glycoprotein 6-beta-N-acetylglucosaminyltransferase	RefSeq:WP_237043900.1, SO:0001217, UniParc:UPI000F70C1B9, UniRef:UniRef100_A0A0C1K9U3, UniRef:UniRef50_A0A0C1K9U3, UniRef:UniRef90_A0A0C1K9U3
contig_1	cds	193016	195055	-	MKHGBK_01295	uvrD	Superfamily I DNA or RNA helicase	COG:COG0210, COG:L, RefSeq:WP_101740169.1, SO:0001217, UniParc:UPI000C75A444, UniRef:UniRef100_A0A2R4NEZ8, UniRef:UniRef50_A0A6G8F9U0, UniRef:UniRef90_A0A822X576
contig_1	cds	195052	196038	-	MKHGBK_01300		Exported protein	RefSeq:WP_000211824.1, SO:0001217, UniParc:UPI00025160D7, UniRef:UniRef100_A0A5B9AQT5, UniRef:UniRef50_A3QCD5, UniRef:UniRef90_V9SGA2
contig_1	cds	196449	196958	+	MKHGBK_01305		Regulator	RefSeq:WP_039614965.1, SO:0001217, UniParc:UPI00057DBE5B, UniRef:UniRef100_A0A3G1HJP6, UniRef:UniRef50_A0A2S3WKV6, UniRef:UniRef90_A0A2S3WKV6
contig_1	cds	197042	197836	+	MKHGBK_01310		Oxidoreductase	RefSeq:WP_023662271.1, SO:0001217, UniParc:UPI0003CCD5EF, UniRef:UniRef100_A0A0C1HR89, UniRef:UniRef50_A0A2A3M138, UniRef:UniRef90_A0A2S3WK06
contig_1	cds	197931	198503	-	MKHGBK_01315		Adenylate cyclase	RefSeq:WP_023662270.1, SO:0001217, UniParc:UPI0003CCBF2C, UniRef:UniRef100_A0A3G1DGQ9, UniRef:UniRef50_R9VEM1, UniRef:UniRef90_R9VEM1
contig_1	cds	198630	199115	+	MKHGBK_01320		DUF913 domain-containing protein	RefSeq:WP_023662269.1, SO:0001217, UniParc:UPI0003CCBF17, UniRef:UniRef100_A0A3G1DGQ2, UniRef:UniRef50_R9VDW0, UniRef:UniRef90_R9VDW0
contig_1	cds	199293	200174	-	MKHGBK_01325		Arc domain-containing protein	RefSeq:WP_023662268.1, SO:0001217, UniParc:UPI0003CCD57D, UniRef:UniRef100_A0A3G1DGR0, UniRef:UniRef50_R9VFY4, UniRef:UniRef90_R9VFY4
contig_1	cds	200529	201188	+	MKHGBK_01330		Cysteine peptidase	RefSeq:WP_023662267.1, SO:0001217, UniParc:UPI0003CCC57B, UniRef:UniRef100_A0A0C1KR13, UniRef:UniRef50_R9VB89, UniRef:UniRef90_A0A0C1KR13
contig_1	cds	201285	202145	-	MKHGBK_01335		DUF5071 domain-containing protein	RefSeq:WP_031325020.1, SO:0001217, UniParc:UPI0003F9BAC8, UniRef:UniRef100_V7DA52, UniRef:UniRef50_A0A3M4JQM0, UniRef:UniRef90_R9VEM4
contig_1	cds	202402	203460	+	MKHGBK_01340		Tyr recombinase domain-containing protein	SO:0001217, UniRef:UniRef50_R9VDW6, UniRef:UniRef90_R9VDW6
contig_1	cds	203511	204008	-	MKHGBK_01345		ABC transmembrane type-1 domain-containing protein	SO:0001217, UniParc:UPI00034F1285, UniRef:UniRef100_A0A3G1DGK6, UniRef:UniRef50_A0A2A3M1D9, UniRef:UniRef90_A0A0C1HVU3
contig_1	cds	204550	204975	+	MKHGBK_01350		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00168044ED, UniRef:UniRef90_UPI00168044ED
contig_1	cds	205060	205911	+	MKHGBK_01355		Phage protein	SO:0001217, UniRef:UniRef50_R9VEM7, UniRef:UniRef90_R9VEM7
contig_1	cds	205908	206213	+	MKHGBK_01360		Transmembrane protein	RefSeq:WP_144000594.1, SO:0001217, UniParc:UPI00117F5F8E, UniRef:UniRef100_UPI00117F5F8E, UniRef:UniRef50_A0A3G1DGK3, UniRef:UniRef90_A0A3G1DGK3
contig_1	cds	206315	207046	-	MKHGBK_01365		HARE-HTH domain-containing protein	RefSeq:WP_024717771.1, SO:0001217, UniParc:UPI0004651629, UniRef:UniRef100_UPI0004651629, UniRef:UniRef50_R9VBP6, UniRef:UniRef90_R9VBP6
contig_1	cds	207251	207514	+	MKHGBK_01370	vbhA	VbhA domain-containing protein	RefSeq:WP_023662259.1, SO:0001217, UniParc:UPI0003CCBFBB, UniRef:UniRef100_A0A3G1DGZ0, UniRef:UniRef50_R9VFZ3, UniRef:UniRef90_R9VFZ3
contig_1	cds	207526	207774	+	MKHGBK_01375	lysM	LysM domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2A3M1F7, UniRef:UniRef90_A0A2A3M1F7
contig_1	cds	207911	208135	+	MKHGBK_01380		DUF1738 domain-containing protein	RefSeq:WP_024717770.1, SO:0001217, UniParc:UPI0003FF89F7, UniRef:UniRef100_UPI0003FF89F7, UniRef:UniRef50_R9VEN1, UniRef:UniRef90_R9VEN1
contig_1	cds	208170	208433	+	MKHGBK_01385		Lipoprotein	RefSeq:WP_023662257.1, SO:0001217, UniParc:UPI0003CCBDFC, UniRef:UniRef100_A0A3G1DH04, UniRef:UniRef50_R9VDX6, UniRef:UniRef90_R9VDX6
contig_1	cds	208512	209237	-	MKHGBK_01390		SprT-like domain-containing protein	SO:0001217, UniRef:UniRef50_R9VBQ1, UniRef:UniRef90_R9VBQ1
contig_1	cds	209338	210135	+	MKHGBK_01395		Thiol:disulfide interchange protein	RefSeq:WP_016486943.1, SO:0001217, UniParc:UPI00034EEBA2, UniRef:UniRef100_A0A0C1KR23, UniRef:UniRef50_Q58AH8, UniRef:UniRef90_A0A136QBJ2
contig_1	cds	210171	210869	+	MKHGBK_01400	traW	type-F conjugative transfer system protein TraW	RefSeq:WP_023662255.1, SO:0001217, UniParc:UPI0003CCCE43, UniRef:UniRef100_V7D9H8, UniRef:UniRef50_A0A5E7N375, UniRef:UniRef90_R9VB98
contig_1	cds	210866	211903	+	MKHGBK_01405	traU	Conjugal transfer protein TraU	KEGG:K12060, RefSeq:WP_016486945.1, SO:0001217, UniParc:UPI00034EF2C9, UniRef:UniRef100_A0A3G1HJQ0, UniRef:UniRef50_A0A5E7N4Y6, UniRef:UniRef90_A0A3G1HJQ0
contig_1	cds	211851	212582	+	MKHGBK_01410	trbC	type-F conjugative transfer system pilin assembly protein TrbC	RefSeq:WP_023662254.1, SO:0001217, UniParc:UPI0003CCD619, UniRef:UniRef100_A0A3G1DGL1, UniRef:UniRef50_A0A1D3KAB6, UniRef:UniRef90_A0A3G1DGL1
contig_1	cds	212624	213019	+	MKHGBK_01415		DUF4065 domain-containing protein	RefSeq:WP_023662253.1, SO:0001217, UniParc:UPI0003CCC3D0, UniRef:UniRef100_A0A3G1DH52, UniRef:UniRef50_R9VBQ4, UniRef:UniRef90_R9VBQ4
contig_1	cds	213061	213441	-	MKHGBK_01420		PC4 domain-containing protein	RefSeq:WP_023662252.1, SO:0001217, UniParc:UPI0003CCC1C2, UniRef:UniRef100_A0A0C1KEN1, UniRef:UniRef50_A0A136QA23, UniRef:UniRef90_A0A136QA23
contig_1	cds	213522	214508	-	MKHGBK_01425	rdgC	Recombination-associated protein RdgC	SO:0001217, UniRef:UniRef50_A0A7X1WYY6, UniRef:UniRef90_A0A3G1DH09
contig_1	cds	214539	216545	+	MKHGBK_01430	ligA	NAD-dependent DNA ligase LigA	RefSeq:WP_144000595.1, SO:0001217, UniParc:UPI000F6BD80E, UniRef:UniRef100_A0A3G1DH07, UniRef:UniRef50_A0A6P2FSL4, UniRef:UniRef90_V7D7P2
contig_1	cds	216606	217673	+	MKHGBK_01435		DNA primase	RefSeq:WP_023662249.1, SO:0001217, UniParc:UPI0003CCC9ED, UniRef:UniRef100_A0A3G1DH11, UniRef:UniRef50_R9VEN9, UniRef:UniRef90_R9VEN9
contig_1	cds	217833	218369	+	MKHGBK_01440		DUF882 domain-containing protein	RefSeq:WP_016486952.1, SO:0001217, UniParc:UPI00034ED90B, UniRef:UniRef100_A0A3G1DH20, UniRef:UniRef50_A0A855KN57, UniRef:UniRef90_A0A136QBK7
contig_1	cds	218678	219151	+	MKHGBK_01445		Ribonuclease/ribotoxin	RefSeq:WP_128637251.1, SO:0001217, UniParc:UPI000AAC4EDB, UniRef:UniRef100_A0A3G1DGW6, UniRef:UniRef50_A0A161Z6X7, UniRef:UniRef90_A0A3G1DGW6
contig_1	cds	219242	220147	-	MKHGBK_01450		Kri1-C domain-containing protein	RefSeq:WP_016486953.1, SO:0001217, UniParc:UPI00034F0050, UniRef:UniRef100_A0A3G1DH85, UniRef:UniRef50_V5YPC5, UniRef:UniRef90_A0A136Q9A5
contig_1	cds	220159	221433	-	MKHGBK_01455		TraG-D-C domain-containing protein	RefSeq:WP_054902899.1, SO:0001217, UniParc:UPI0006D48EB1, UniRef:UniRef100_A0A3G1HJP9, UniRef:UniRef50_R9VG05, UniRef:UniRef90_R9VG05
contig_1	cds	221426	223186	-	MKHGBK_01460	traG	Conjugal transfer protein TraG	RefSeq:WP_028699870.1, SO:0001217, UniParc:UPI00039BDC96, UniRef:UniRef100_A0A3G1DGM0, UniRef:UniRef50_A0A5E7N418, UniRef:UniRef90_A0A3G1DGM0
contig_1	cds	223252	224130	-	MKHGBK_01465		Rad52/22 double-strand break repair protein	SO:0001217, UniRef:UniRef50_R9VEP2, UniRef:UniRef90_R9VEP2
contig_1	cds	224353	224964	+	MKHGBK_01470		OmpA-like domain-containing protein	RefSeq:WP_023662245.1, SO:0001217, UniParc:UPI0003CCC11C, UniRef:UniRef100_A0A3G1DH08, UniRef:UniRef50_A0A136QBH8, UniRef:UniRef90_A0A136QBH8
contig_1	cds	224961	225245	+	MKHGBK_01475	traL	type IV conjugative transfer system protein TraL	RefSeq:WP_016486958.1, SO:0001217, UniParc:UPI00034EF8E6, UniRef:UniRef100_A0A3G1DH15, UniRef:UniRef50_A0A5E7N5N3, UniRef:UniRef90_A0A5E7N5N3
contig_1	cds	225304	225936	+	MKHGBK_01480	traE	Conjugal transfer pilus assembly protein TraE	KEGG:K12067, RefSeq:WP_016486959.1, SO:0001217, UniParc:UPI00034EDBD7, UniRef:UniRef100_A0A3G1DH16, UniRef:UniRef50_A0A179RGH6, UniRef:UniRef90_A0A3G1DH16
contig_1	cds	225933	226778	+	MKHGBK_01485	traK	Conjugal transfer protein TraK	KEGG:K12066, RefSeq:WP_023662244.1, SO:0001217, UniParc:UPI0003CCC583, UniRef:UniRef100_A0A3G1DH19, UniRef:UniRef50_A0A5E7N4B4, UniRef:UniRef90_A0A1L7NPK9
contig_1	cds	226781	227980	+	MKHGBK_01490	traB	Conjugal transfer protein TraB	RefSeq:WP_023662243.1, SO:0001217, UniParc:UPI0003CCC532, UniRef:UniRef100_A0A3G1DH27, UniRef:UniRef50_A0A1L7NPK7, UniRef:UniRef90_A0A1L7NPK7
contig_1	cds	227977	228603	+	MKHGBK_01495	traV	type IV conjugative transfer system lipoprotein TraV	KEGG:K12064, SO:0001217, UniRef:UniRef50_A0A3G8GVB8, UniRef:UniRef90_A0A2V4PUX1
contig_1	cds	228623	228964	+	MKHGBK_01500	traA	Conjugal transfer pilus assembly protein TraA	RefSeq:WP_039614012.1, SO:0001217, UniParc:UPI0005804402, UniRef:UniRef100_A0A3G1DH86, UniRef:UniRef50_A2SNK6, UniRef:UniRef90_A0A1L7NPN4
contig_1	cds	229078	231510	+	MKHGBK_01505	traC	type IV secretion system protein TraC	RefSeq:WP_144000597.1, SO:0001217, UniParc:UPI00118037B8, UniRef:UniRef100_UPI00118037B8, UniRef:UniRef50_A0A136Q9E7, UniRef:UniRef90_A0A136Q9E7
contig_1	cds	231664	232125	+	MKHGBK_01510		Signal peptide protein	RefSeq:WP_144000598.1, SO:0001217, UniParc:UPI00117F22D2, UniRef:UniRef100_UPI00117F22D2, UniRef:UniRef50_A0A2A3M1E5, UniRef:UniRef90_A0A1L7NPP8
contig_1	cds	232130	232693	+	MKHGBK_01515	lepB	Peptidase-S26 domain-containing protein	RefSeq:WP_023662240.1, SO:0001217, UniParc:UPI0003CCCC6C, UniRef:UniRef100_A0A3G1DH59, UniRef:UniRef50_V5YNU7, UniRef:UniRef90_A0A1L7NPP2
contig_1	cds	232693	233703	+	MKHGBK_01520	traF	Conjugal transfer protein TraF	KEGG:K12057, SO:0001217, UniParc:UPI000A84F714, UniRef:UniRef100_A0A3G1DH18, UniRef:UniRef50_V5YQR6, UniRef:UniRef90_A0A3G1DH18
contig_1	cds	233693	235144	+	MKHGBK_01525		Conjugal transfer protein	RefSeq:WP_023662238.1, SO:0001217, UniParc:UPI0003CCC709, UniRef:UniRef100_A0A3G1DH23, UniRef:UniRef50_A0A1L7NPL5, UniRef:UniRef90_A0A1L7NPL5
contig_1	cds	235153	238902	+	MKHGBK_01530	traG	Conjugal transfer protein TraG	RefSeq:WP_023662237.1, SO:0001217, UniParc:UPI0003CCD4ED, UniRef:UniRef100_A0A3G1DH22, UniRef:UniRef50_R9VBS0, UniRef:UniRef90_A0A3G1DH22
contig_1	cds	239153	239638	-	MKHGBK_01535		thioredoxin domain-containing protein	SO:0001217, UniParc:UPI001E64EAF1, UniRef:UniRef100_UPI001E64EAF1, UniRef:UniRef50_A0A3M4JV18, UniRef:UniRef90_UPI001E64EAF1
contig_1	cds	239679	241313	-	MKHGBK_01540		Type II secretion system protein E	RefSeq:WP_023662235.1, SO:0001217, UniParc:UPI0003CCD098, UniRef:UniRef100_A0A3G1DH35, UniRef:UniRef50_A0A5E7N7G2, UniRef:UniRef90_A0A3G1DH35
contig_1	cds	241323	241601	-	MKHGBK_01545		Secreted protein	SO:0001217, UniParc:UPI0009E24E61, UniRef:UniRef100_A0A3G1DGY0, UniRef:UniRef50_A4JTN1, UniRef:UniRef90_A0A2V4R2P3
contig_1	cds	241602	242033	-	MKHGBK_01550		SLT domain-containing protein	RefSeq:WP_039614013.1, SO:0001217, UniParc:UPI00057DFF6C, UniRef:UniRef100_A0A3G1DH87, UniRef:UniRef50_A0A1L7NPL6, UniRef:UniRef90_A0A1L7NPL6
contig_1	cds	242082	243041	+	MKHGBK_01555		Sel1 repeat family protein	RefSeq:WP_039614014.1, SO:0001217, UniParc:UPI00057F00D7, UniRef:UniRef100_A0A3G1HQL3, UniRef:UniRef50_R9VEQ6, UniRef:UniRef90_R9VEQ6
contig_1	cds	242996	243556	-	MKHGBK_01560		Peptidase M50B-like protein	SO:0001217, UniRef:UniRef50_A0A3M4JVI8
contig_1	cds	243701	244117	+	MKHGBK_01565		Signal peptide protein	RefSeq:WP_039614015.1, SO:0001217, UniParc:UPI00057CF269, UniRef:UniRef100_A0A3G1DGP3, UniRef:UniRef50_A0A1L7NPQ9, UniRef:UniRef90_A0A1L7NPQ9
contig_1	cds	244114	245274	+	MKHGBK_01570	traN	Conjugal transfer protein TraN	RefSeq:WP_039614016.1, SO:0001217, UniParc:UPI00057ECCBF, UniRef:UniRef100_A0A3G1DH61, UniRef:UniRef50_A4JTM2, UniRef:UniRef90_A0A2S3WLD6
contig_1	cds	245288	246883	+	MKHGBK_01575	traN	Conjugal transfer protein TraN	KEGG:K12058, SO:0001217, UniRef:UniRef50_A4JTM1, UniRef:UniRef90_R9VG24
contig_1	cds	246891	247016	-	MKHGBK_01580		hypothetical protein	
contig_1	cds	247142	247609	+	MKHGBK_01585	slyB	Outer membrane lipoprotein SlyB	RefSeq:WP_039614017.1, SO:0001217, UniParc:UPI00057DF0B0, UniRef:UniRef100_A0A3G1DH30, UniRef:UniRef50_A0A2A3M1D0, UniRef:UniRef90_A0A2A3M1D0
contig_1	cds	247739	249670	+	MKHGBK_01590	recG	ATP-dependent DNA helicase RecG	RefSeq:WP_054902903.1, SO:0001217, UniParc:UPI0006D3C6A5, UniRef:UniRef100_A0A3G1DH32, UniRef:UniRef50_A0A5E7N5P6, UniRef:UniRef90_A0A3G1DH32
contig_1	cds	249685	250326	+	MKHGBK_01595		Helix-turn-helix domain-containing protein	RefSeq:WP_039614019.1, SO:0001217, UniParc:UPI00057C71C0, UniRef:UniRef100_A0A0C1KR53, UniRef:UniRef50_A0A179RGI8, UniRef:UniRef90_A0A1L7NPM7
contig_1	cds	250407	252134	+	MKHGBK_01600		VWFA domain-containing protein	EC:6.6.1.2, KEGG:K09883, RefSeq:WP_039614020.1, SO:0001217, UniParc:UPI00057E3722, UniRef:UniRef100_A0A3G1DH42, UniRef:UniRef50_A0A1L7NPM5, UniRef:UniRef90_A0A1L7NPM5
contig_1	cds	252259	252768	+	MKHGBK_01605		hypothetical protein	
contig_1	cds	252718	253473	-	MKHGBK_01610	istB	IS21-like element ISPpu7 family helper ATPase IstB	BlastRules:WP_003290589, COG:COG1484, COG:L, RefSeq:WP_074198791.1, SO:0001217, UniParc:UPI0009417439, UniRef:UniRef100_A0A1X0ZLZ0, UniRef:UniRef50_A0A3M3YK77, UniRef:UniRef90_A0A379JYU7
contig_1	cds	253491	255005	-	MKHGBK_01615	tnp	IS21 family ISPpu23 transposase	COG:COG4584, COG:X, IS:ISPpu23, RefSeq:WP_074198792.1, SO:0001217, UniParc:UPI000940EDED, UniRef:UniRef100_A0A1X0ZLR8, UniRef:UniRef50_A0A3M3EEK6, UniRef:UniRef90_A0A7L9EAW8
contig_1	cds	255057	255950	+	MKHGBK_01620		hypothetical protein	PFAM:PF07728.17
contig_1	cds	256066	257187	+	MKHGBK_01625		DUF3150 domain-containing protein	RefSeq:WP_023662226.1, SO:0001217, UniParc:UPI0003CCC789, UniRef:UniRef100_A0A3G1DH88, UniRef:UniRef50_A0A5E7N8C2, UniRef:UniRef90_A0A1L7NPS9
